sim_tfidf,overlap_kw,remuneracao_num,tempo_processamento,cand_missing_ratio,cand_text_len,vaga_text_len,same_state,same_region,nivel_academico,nivel_ingles,tipo_contratacao,estado,cidade,recrutador,analista_responsavel,regiao_candidato,regiao_vaga
0.5924145688620425,0.8920465551771133,5489.9331422174455,16.150630713811978,0.8174435617384409,657,305,1,1,Ensino Medio,Avancado,CLT,RS,Sao Paulo,Recrutador_A,Analista_Y,Sudeste,Centro-Oeste
0.046450412719997725,0.6311386259972629,3986.1136492577407,39.064098955167836,0.34181735169787597,666,674,0,1,Graduacao,Nenhum,CLT,SP,Sao Paulo,Recrutador_D,Analista_Y,Sudeste,Sudeste
0.6075448519014384,0.7948113035416484,4057.9233887633545,12.968110773896901,0.2594234334312925,731,429,1,1,Mestrado,Intermediario,CLT,PR,Salvador,Recrutador_B,Analista_Y,Centro-Oeste,Sul
0.17052412368729153,0.5026370931051921,5464.099874715273,33.030627944524674,0.3796924081672669,1002,551,1,1,Graduacao,Intermediario,CLT,RS,Sao Paulo,Recrutador_B,Analista_X,Sul,Sudeste
0.06505159298527952,0.5769038846263591,2103.8313170053516,36.730709414815266,0.5902949425148077,564,492,1,1,Mestrado,Nenhum,PJ,RJ,Belo Horizonte,Recrutador_C,Analista_X,Centro-Oeste,Sudeste
0.9488855372533332,0.4925176938188639,2185.0724512468896,28.995020808568682,0.26806364082287626,440,571,0,0,Ensino Medio,Basico,CLT,BA,Sao Paulo,Recrutador_B,Analista_X,Sudeste,Nordeste
0.9656320330745594,0.1952429877980445,3563.111557495128,23.164080861857443,0.624148907849134,324,511,1,1,Graduacao,Nenhum,CLT,SP,Sao Paulo,Recrutador_A,Analista_X,Nordeste,Sudeste
0.8083973481164611,0.7224521152615053,4573.1056965763055,20.35652296492162,0.4094116521912404,453,307,0,1,Graduacao,Intermediario,Cooperado,DF,Porto Alegre,Recrutador_B,Analista_Z,Sul,Sudeste
0.3046137691733707,0.2807723624408558,5621.815131196009,17.39680852752078,0.5520471808519802,593,649,1,1,Pos,Basico,CLT,SP,Curitiba,Recrutador_D,Analista_X,Sul,Sudeste
0.09767211400638387,0.02431596643145384,7950.712433899103,44.68786977964781,0.4361265291353167,958,425,1,0,Mestrado,Intermediario,Cooperado,MG,Sao Paulo,Recrutador_C,Analista_X,Sul,Nordeste
0.6842330265121569,0.6454722959071678,6715.3192464040385,40.03911216602327,0.29446575954191767,496,266,1,0,Graduacao,Basico,CLT,RJ,Rio de Janeiro,Recrutador_C,Analista_X,Nordeste,Centro-Oeste
0.4401524937396013,0.17711067940704894,4680.122940073145,46.35626480132609,0.9484533069621567,644,435,1,1,Graduacao,Basico,PJ,SP,Sao Paulo,Recrutador_C,Analista_X,Sul,Sul
0.12203823484477883,0.9404585843529143,4961.967584194623,6.841969503820602,0.7636057941597608,596,725,0,0,Tecnico,Intermediario,PJ,MG,Rio de Janeiro,Recrutador_A,Analista_Y,Sul,Centro-Oeste
0.4951769101112702,0.9539285770025874,2994.9412707243823,35.35077133457128,0.14011317576645255,837,627,1,1,Graduacao,Nenhum,PJ,PR,Belo Horizonte,Recrutador_B,Analista_Y,Norte,Sudeste
0.034388521115218396,0.9148643902204485,4962.97372801522,45.10200147058878,0.8684679758979128,1105,447,0,1,Graduacao,Fluente,Cooperado,SP,Sao Paulo,Recrutador_D,Analista_X,Centro-Oeste,Sudeste
0.9093204020787821,0.3701587002554444,4422.682722159723,9.517954109786027,0.48743119824951364,493,447,0,0,Mestrado,Avancado,CLT,SP,Sao Paulo,Recrutador_A,Analista_X,Sudeste,Sudeste
0.2587799816000169,0.015456616528867428,5645.437120676179,4.125324566238542,0.8945522268940914,502,451,0,0,Graduacao,Intermediario,Cooperado,PR,Sao Paulo,Recrutador_B,Analista_X,Centro-Oeste,Sudeste
0.662522284353982,0.9283185625877254,3345.538112895354,35.832670516632774,0.7998552559473152,808,811,1,1,Graduacao,Intermediario,CLT,MG,Salvador,Recrutador_B,Analista_X,Sudeste,Sudeste
0.31171107608941095,0.42818414831731433,6038.693028482345,28.00023631945586,0.42521350446923345,736,557,1,1,Tecnico,Avancado,CLT,DF,Brasilia,Recrutador_B,Analista_X,Sudeste,Nordeste
0.5200680211778108,0.9666548190436696,8065.477826005155,40.565952507638784,0.022469308320117398,969,564,1,1,Tecnico,Nenhum,CLT,PR,Sao Paulo,Recrutador_D,Analista_Z,Sul,Sudeste
0.5467102793432796,0.9636199770892528,4782.479703086285,7.569301701435606,0.2686773593849461,716,654,0,0,Tecnico,Nenhum,CLT,DF,Curitiba,Recrutador_A,Analista_Y,Nordeste,Sudeste
0.18485445552552704,0.8530094554673601,5803.423444197882,38.37756365741484,0.5416342146608669,528,535,0,1,Graduacao,Basico,CLT,PR,Sao Paulo,Recrutador_C,Analista_Y,Nordeste,Sudeste
0.9695846277645586,0.2944488920695857,6380.287983422225,10.476484042243992,0.6334782198261473,718,461,1,1,Pos,Avancado,CLT,SP,Sao Paulo,Recrutador_A,Analista_Y,Sudeste,Sudeste
0.7751328233611146,0.38509772860192526,4197.559056228328,8.691829314688112,0.2578876854332023,821,470,0,1,Graduacao,Nenhum,CLT,SP,Curitiba,Recrutador_D,Analista_Y,Sul,Nordeste
0.9394989415641891,0.8511366715168569,5448.1849636208335,8.720492502756668,0.13935607407282413,764,489,1,1,Graduacao,Intermediario,PJ,PR,Salvador,Recrutador_A,Analista_Y,Sudeste,Sudeste
0.8948273504276488,0.31692200515627766,5025.18480156359,39.28501185087496,0.8349302367992991,701,494,0,1,Tecnico,Fluente,PJ,MG,Brasilia,Recrutador_B,Analista_Y,Norte,Sudeste
0.5978999788110851,0.1694927466860925,5195.3521970976635,32.2642693727214,0.9844021807035521,813,609,1,0,Pos,Avancado,CLT,SP,Rio de Janeiro,Recrutador_C,Analista_Y,Norte,Centro-Oeste
0.9218742350231168,0.5568012624583502,3453.980432289067,25.58407496414861,0.5256901823026858,833,507,0,1,Pos,Intermediario,CLT,SP,Sao Paulo,Recrutador_C,Analista_X,Sul,Sudeste
0.0884925020519195,0.936154774160781,5049.020348517885,17.865032753804616,0.1716792858483035,876,609,1,1,Ensino Medio,Nenhum,CLT,DF,Curitiba,Recrutador_B,Analista_Y,Nordeste,Sudeste
0.1959828624191452,0.696029796674973,5995.9965824908995,42.22842541821609,0.27230732651936895,729,487,0,1,Pos,Avancado,CLT,RJ,Sao Paulo,Recrutador_B,Analista_Y,Centro-Oeste,Sudeste
0.045227288910538066,0.570061170089365,7902.287215590083,19.444920048863864,0.018390676547466733,566,511,0,0,Graduacao,Intermediario,CLT,RJ,Rio de Janeiro,Recrutador_B,Analista_Z,Sul,Sul
0.32533033076326434,0.09717649377076854,6918.541652170414,39.38017365516412,0.914298806560499,629,200,0,1,Ensino Medio,Nenhum,CLT,RJ,Sao Paulo,Recrutador_B,Analista_Y,Sudeste,Norte
0.388677289689482,0.6150072266991697,9306.364915023114,21.639340702800265,0.11775108289014113,841,637,1,1,Graduacao,Nenhum,CLT,SP,Belo Horizonte,Recrutador_A,Analista_Y,Sudeste,Centro-Oeste
0.2713490317738959,0.9900538501042633,3465.3048742239007,18.716388182970658,0.5765164755142536,436,551,1,0,Graduacao,Fluente,Cooperado,SP,Sao Paulo,Recrutador_B,Analista_X,Sul,Sudeste
0.8287375091519293,0.14008401523652403,6744.641273441356,22.745949926471503,0.274055220687206,673,649,1,0,Tecnico,Intermediario,CLT,SP,Sao Paulo,Recrutador_B,Analista_Y,Sul,Nordeste
0.3567533266935893,0.5183296523637367,5366.684011476704,15.164760085714677,0.5541780025157934,521,65,1,0,Mestrado,Avancado,CLT,SP,Salvador,Recrutador_B,Analista_X,Sudeste,Sudeste
0.28093450968738076,0.8773730719279554,9379.605866435344,36.1376408682838,0.6514203883518642,605,813,1,0,Pos,Avancado,CLT,PR,Sao Paulo,Recrutador_C,Analista_X,Nordeste,Sudeste
0.5426960831582485,0.7407686177542044,3383.4034292896968,24.62785833434652,0.8297418037072016,855,479,0,1,Graduacao,Intermediario,CLT,RJ,Rio de Janeiro,Recrutador_D,Analista_X,Sudeste,Sudeste
0.14092422497476265,0.697015740995268,3320.556315638448,11.913996671900414,0.2064212717606032,638,666,1,0,Graduacao,Intermediario,CLT,RS,Sao Paulo,Recrutador_C,Analista_Y,Sul,Sudeste
0.8021969807540397,0.7024840839871093,3801.214709111956,43.28000494390472,0.010995828658480478,609,344,1,1,Graduacao,Basico,PJ,RS,Sao Paulo,Recrutador_A,Analista_X,Sul,Sul
0.07455064367977082,0.35949115121975517,752.2085513803859,19.042887404540938,0.13688563006880727,328,591,1,0,Graduacao,Basico,CLT,SP,Sao Paulo,Recrutador_A,Analista_X,Sul,Sul
0.9868869366005173,0.29359184426449336,3948.489956638478,26.546984472357465,0.9000186418481051,749,341,1,0,Graduacao,Basico,CLT,MG,Sao Paulo,Recrutador_D,Analista_Z,Sul,Nordeste
0.7722447692966574,0.8093611554785136,3481.734676892604,43.604189215333705,0.8738900775625152,729,406,0,0,Ensino Medio,Avancado,Cooperado,RJ,Porto Alegre,Recrutador_B,Analista_X,Sudeste,Sul
0.1987156815341724,0.8101133946791808,5300.787572952415,30.339185807957627,0.5974131021703083,1032,787,1,1,Graduacao,Intermediario,PJ,RS,Sao Paulo,Recrutador_A,Analista_Y,Sudeste,Sul
0.005522117123602399,0.8670723185801037,5683.511951554319,6.494207913293112,0.6005168604336534,538,471,0,1,Pos,Avancado,PJ,SP,Brasilia,Recrutador_C,Analista_Y,Sul,Sudeste
0.8154614284548342,0.9132405525564713,8752.341678431772,45.17210980983333,0.6650366745462555,643,532,1,1,Graduacao,Basico,CLT,MG,Rio de Janeiro,Recrutador_C,Analista_X,Sul,Sudeste
0.7068573438476171,0.5113423988609378,6900.847676372101,30.502278494356638,0.1753712786234496,649,630,0,0,Ensino Medio,Intermediario,PJ,MG,Rio de Janeiro,Recrutador_C,Analista_Y,Sudeste,Sul
0.7290071680409873,0.5015162946871996,3846.1926886751935,16.74056388888305,0.9144119459249598,915,574,0,0,Pos,Intermediario,CLT,SP,Rio de Janeiro,Recrutador_B,Analista_X,Centro-Oeste,Sudeste
0.7712703466859457,0.7982951789667752,3203.1706573032843,7.545787415179201,0.4187705248920731,580,522,1,1,Tecnico,Intermediario,CLT,SP,Rio de Janeiro,Recrutador_A,Analista_Y,Sudeste,Nordeste
0.07404465173409036,0.6499639307777652,5983.838343013012,38.31918389570391,0.38313852824949746,655,554,0,1,Graduacao,Intermediario,CLT,MG,Curitiba,Recrutador_D,Analista_Y,Sul,Sudeste
0.3584657285442726,0.7019668772577033,2359.533585958716,30.143419528640134,0.5189177052828375,721,860,1,1,Tecnico,Basico,CLT,PR,Sao Paulo,Recrutador_B,Analista_Y,Nordeste,Sudeste
0.11586905952512971,0.795792669436101,8662.917531708707,26.07267132288711,0.046965966775055046,637,491,0,0,Graduacao,Intermediario,CLT,SP,Sao Paulo,Recrutador_C,Analista_Y,Sudeste,Sudeste
0.8631034258755935,0.8900053418175663,7358.880241442574,43.01295140339501,0.1662833687560794,510,530,1,0,Pos,Nenhum,CLT,MG,Porto Alegre,Recrutador_C,Analista_X,Sudeste,Sudeste
0.6232981268275579,0.3379951568515358,4061.6486957905904,38.064068927552945,0.7380336164263704,638,657,0,1,Graduacao,Basico,Cooperado,SP,Salvador,Recrutador_C,Analista_X,Centro-Oeste,Sudeste
0.3308980248526492,0.375582952639944,1573.730941818245,8.128719347439304,0.08279866792512647,814,665,0,1,Tecnico,Intermediario,Cooperado,PR,Porto Alegre,Recrutador_B,Analista_Y,Sul,Centro-Oeste
0.06355835028602363,0.093981939840869,7707.744748330826,15.650937186390767,0.6031521094663882,394,678,0,0,Pos,Intermediario,PJ,SP,Rio de Janeiro,Recrutador_B,Analista_Y,Sul,Sudeste
0.3109823217156622,0.578280140996174,4770.920309494764,12.67898957127989,0.24534910968132095,626,595,0,0,Pos,Fluente,CLT,RS,Curitiba,Recrutador_C,Analista_Z,Nordeste,Sul
0.32518332202674705,0.035942273796742086,7475.632623946924,35.965475750915815,0.38929561404197655,459,328,1,1,Pos,Intermediario,PJ,SP,Rio de Janeiro,Recrutador_D,Analista_Z,Nordeste,Sudeste
0.7296061783380641,0.46559801813246016,1811.1446824112659,2.576024432581631,0.28869373677069987,839,745,1,1,Tecnico,Intermediario,CLT,SP,Rio de Janeiro,Recrutador_D,Analista_Z,Norte,Sudeste
0.6375574713552131,0.5426446347075766,3801.2499540924546,27.784815188951878,0.35567271646494913,295,328,1,1,Graduacao,Intermediario,PJ,SP,Sao Paulo,Recrutador_A,Analista_Y,Sul,Sudeste
0.8872127425763265,0.2865412521282844,5010.487399436366,36.835558229812456,0.7190459051842455,488,545,1,1,Mestrado,Intermediario,CLT,SP,Rio de Janeiro,Recrutador_A,Analista_X,Sudeste,Nordeste
0.4722149251619493,0.5908332605690108,5093.961187529484,42.20798492780222,0.297121715623175,675,386,0,1,Pos,Nenhum,PJ,RJ,Sao Paulo,Recrutador_D,Analista_Y,Sudeste,Sudeste
0.1195942459383017,0.03050024993904943,4099.869057041513,17.07784218964765,0.5664046402968972,913,490,1,1,Ensino Medio,Basico,CLT,SP,Sao Paulo,Recrutador_C,Analista_Y,Sudeste,Centro-Oeste
0.713244787222995,0.03734818874921442,6245.699864694998,39.599093319584604,0.47605040219909966,586,549,0,0,Ensino Medio,Basico,PJ,RS,Porto Alegre,Recrutador_D,Analista_X,Sul,Sudeste
0.7607850486168974,0.8226005606596583,2864.759141234811,6.199691636894739,0.6636711653626481,488,548,0,1,Graduacao,Intermediario,Cooperado,SP,Sao Paulo,Recrutador_A,Analista_Z,Sudeste,Centro-Oeste
0.5612771975694962,0.3601906414112629,4715.241029957413,40.78325771152235,0.936829739324758,976,563,0,0,Mestrado,Nenhum,CLT,SP,Sao Paulo,Recrutador_C,Analista_Z,Nordeste,Sudeste
0.770967179954561,0.12706051265188478,5240.5912634237975,6.991967129603173,0.7325720972102503,310,742,1,1,Graduacao,Nenhum,CLT,SP,Sao Paulo,Recrutador_C,Analista_Y,Sul,Sul
0.49379559636439074,0.5222432600548044,6028.877668117498,19.67250265633726,0.21494037859075676,160,568,0,1,Graduacao,Basico,Cooperado,SP,Salvador,Recrutador_C,Analista_X,Sul,Sul
0.5227328293819941,0.7699935530986108,6423.22975617778,38.47288219163902,0.031183135061284672,688,463,0,1,Tecnico,Fluente,CLT,SP,Rio de Janeiro,Recrutador_B,Analista_X,Sudeste,Nordeste
0.42754101835854963,0.21582102749684318,2750.7158163242616,8.046119085392368,0.2622640442998251,499,644,1,1,Graduacao,Basico,PJ,RJ,Rio de Janeiro,Recrutador_A,Analista_Z,Sudeste,Sudeste
0.02541912674409519,0.6228904758190003,1931.7716585287553,11.77481557593415,0.5950779307002548,395,678,0,0,Pos,Intermediario,CLT,RJ,Porto Alegre,Recrutador_C,Analista_Z,Sudeste,Sudeste
0.10789142699330445,0.085347464993768,7555.353643797018,34.94587071447412,0.05142581348425035,741,315,0,0,Graduacao,Nenhum,CLT,RJ,Porto Alegre,Recrutador_B,Analista_X,Sudeste,Sudeste
0.03142918568673425,0.0516817211686077,5664.628023959183,34.8417172176655,0.49636624720123634,648,589,1,1,Pos,Intermediario,CLT,RJ,Sao Paulo,Recrutador_B,Analista_X,Sudeste,Nordeste
0.6364104112637804,0.531354631568148,3503.026926886893,31.133938745608972,0.5968428489168892,487,605,1,1,Mestrado,Basico,CLT,RJ,Belo Horizonte,Recrutador_D,Analista_Z,Sul,Sul
0.3143559810763267,0.5406351216101065,8102.303951045045,33.6155768899537,0.3342438908169608,343,455,1,0,Tecnico,Basico,PJ,SP,Curitiba,Recrutador_B,Analista_X,Nordeste,Centro-Oeste
0.5085706911647028,0.6374299014982066,5231.349268585717,26.50804883733702,0.7709122037458219,774,706,1,1,Graduacao,Intermediario,CLT,RJ,Belo Horizonte,Recrutador_D,Analista_Y,Nordeste,Sudeste
0.907566473926093,0.7260913337226615,7358.594368127653,12.83455576862678,0.1065982531337718,730,477,1,1,Graduacao,Nenhum,CLT,DF,Sao Paulo,Recrutador_A,Analista_Z,Sul,Sudeste
0.24929222914887494,0.9758520794625346,5135.036962820218,17.247711694684213,0.07513778173580876,580,518,1,0,Pos,Nenhum,CLT,RJ,Porto Alegre,Recrutador_C,Analista_X,Sudeste,Sudeste
0.41038292303562973,0.5163003483011953,9121.495849763975,9.535092689667007,0.7281887562036033,969,474,1,1,Graduacao,Basico,CLT,MG,Rio de Janeiro,Recrutador_D,Analista_Y,Nordeste,Norte
0.7555511385430487,0.32295647294124596,8510.68168488641,43.69717638268053,0.49549131620619846,385,502,1,1,Graduacao,Nenhum,PJ,SP,Sao Paulo,Recrutador_A,Analista_X,Nordeste,Sul
0.22879816549162246,0.7951861947687037,4502.071703041853,28.41941435400766,0.688402396427736,294,335,0,1,Pos,Nenhum,Cooperado,PR,Rio de Janeiro,Recrutador_A,Analista_X,Sudeste,Nordeste
0.07697990982879299,0.2708322512620742,6943.141901908711,19.840016587891075,0.4348273386037462,461,283,1,0,Graduacao,Basico,CLT,PR,Sao Paulo,Recrutador_B,Analista_Z,Centro-Oeste,Sudeste
0.289751452913768,0.4389714207056361,6290.751899170295,22.714272771274235,0.2464020332391068,590,739,0,1,Mestrado,Avancado,PJ,RJ,Sao Paulo,Recrutador_A,Analista_Y,Sudeste,Sul
0.16122128725400442,0.07845638134226596,7737.263115064698,45.52231696175532,0.8191023176741997,648,372,1,1,Graduacao,Intermediario,PJ,DF,Curitiba,Recrutador_C,Analista_Z,Nordeste,Sul
0.9296976523425731,0.02535074341545751,3070.1530788397913,8.20751594645577,0.7994158789689793,551,351,1,0,Tecnico,Intermediario,CLT,SP,Sao Paulo,Recrutador_D,Analista_Y,Norte,Sudeste
0.808120379564417,0.9626484146779251,6372.102919996879,28.55280210478947,0.6946964708544268,670,176,1,1,Graduacao,Basico,Cooperado,SP,Rio de Janeiro,Recrutador_B,Analista_X,Sudeste,Nordeste
0.6334037565104235,0.8359801205122058,7116.848973699176,24.7767679075699,0.2721451372299627,349,404,1,0,Pos,Fluente,CLT,PR,Rio de Janeiro,Recrutador_B,Analista_X,Nordeste,Nordeste
0.8714605901877177,0.695974206093698,1482.5210271537712,29.738349065428448,0.5902306668690871,888,301,1,1,Graduacao,Basico,CLT,RS,Sao Paulo,Recrutador_B,Analista_X,Sul,Nordeste
0.8036720768991145,0.4089529444142699,2633.48297466845,1.851178639579504,0.3609738969400268,583,746,0,0,Pos,Nenhum,PJ,SP,Brasilia,Recrutador_C,Analista_X,Norte,Centro-Oeste
0.18657005888603584,0.17329432007084578,921.535644479799,41.98982372037512,0.09158207332663415,823,651,1,1,Mestrado,Intermediario,CLT,SP,Sao Paulo,Recrutador_A,Analista_X,Sudeste,Sudeste
0.8925589984899778,0.15643704267108605,4461.186331110885,44.809559276729786,0.9173135754622428,668,396,0,1,Graduacao,Nenhum,PJ,SP,Sao Paulo,Recrutador_C,Analista_X,Nordeste,Sudeste
0.5393422419156507,0.25024289816459533,6435.084511591925,27.56125962869282,0.1368186309189614,691,837,0,1,Mestrado,Basico,PJ,SP,Sao Paulo,Recrutador_C,Analista_Y,Sudeste,Norte
0.8074401551640625,0.5492266647061205,8004.714104192057,33.74258872221394,0.9502373538208024,713,647,1,1,Tecnico,Intermediario,CLT,PR,Sao Paulo,Recrutador_C,Analista_Y,Sudeste,Sudeste
0.8960912999234932,0.7145959227000623,5148.189560839551,44.3574709153329,0.44600577295795574,689,451,1,0,Tecnico,Avancado,PJ,RJ,Sao Paulo,Recrutador_A,Analista_Y,Sudeste,Centro-Oeste
0.3180034749718639,0.6601973767177313,8257.231091142585,34.24021581272974,0.18513292883861965,728,125,0,0,Tecnico,Intermediario,CLT,SP,Curitiba,Recrutador_C,Analista_Y,Norte,Centro-Oeste
0.11005192452767676,0.27993389694594284,2239.797083570217,8.169335016970283,0.5419009473783581,865,843,1,1,Pos,Intermediario,CLT,SP,Brasilia,Recrutador_A,Analista_X,Nordeste,Sul
0.22793516254194168,0.9548652806631941,1593.2351212896906,28.08555292784022,0.8729458358764083,639,291,1,1,Graduacao,Fluente,PJ,SP,Sao Paulo,Recrutador_A,Analista_X,Nordeste,Norte
0.4271077886262563,0.7378969166957685,4888.904602206762,29.515607179994227,0.7322248864095612,741,253,0,0,Tecnico,Nenhum,Cooperado,SP,Belo Horizonte,Recrutador_D,Analista_Y,Nordeste,Sudeste
0.8180147659224931,0.5543540525114007,5768.130897878615,20.934141551212143,0.8065611478614497,582,653,1,0,Graduacao,Basico,CLT,MG,Curitiba,Recrutador_C,Analista_Y,Sudeste,Sudeste
0.8607305832563434,0.6117207462343522,4934.610503811814,35.61287907436197,0.6587833667107174,888,865,0,1,Graduacao,Basico,CLT,DF,Porto Alegre,Recrutador_A,Analista_X,Sudeste,Sudeste
0.006952130531190703,0.4196000624277899,865.1157999202469,44.9152496941437,0.6922765645178525,464,707,0,1,Ensino Medio,Basico,PJ,RS,Rio de Janeiro,Recrutador_A,Analista_Z,Sudeste,Sudeste
0.5107473025775657,0.24773098950115746,4821.759920974423,44.501720106618485,0.8491956515653193,960,584,1,1,Pos,Basico,PJ,SP,Sao Paulo,Recrutador_A,Analista_Y,Sudeste,Sudeste
0.417411003148779,0.3559726786512616,2391.0609989902937,22.18945045599421,0.24966800885918594,591,589,1,1,Pos,Fluente,PJ,RS,Sao Paulo,Recrutador_B,Analista_Y,Sudeste,Sudeste
0.22210781047073025,0.7578461104643691,6339.345097660077,6.322188154515497,0.4894249636431405,313,628,1,1,Graduacao,Intermediario,CLT,PR,Curitiba,Recrutador_A,Analista_X,Sudeste,Nordeste
